Player,Pre-NBA,Draft Year,Combine Position,Primary Position,Secondary Positions,Default Position,Is Primary,Hand Length (in.),Hand Width (in.),Height w/o Shoes,Height (in.),Standing Reach,Standing Reach (in.),Wingspan,Wingspan (in.),Weight (lbs),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical,Max Vertical,Height (in.)_Percentile,Standing Reach (in.)_Percentile,Wingspan (in.)_Percentile,Weight (lbs)_Percentile,Hand Length (in.)_Percentile,Hand Width (in.)_Percentile,Physical Score,Lane Agility Time_Percentile,Three Quarter Sprint_Percentile,Shuttle Run_Percentile,Agility Score,Max Vertical_Percentile,Standing Vertical_Percentile,Vertical Score,Raw Score,Combine Score
Johnny Juzang,UCLA,2022,SG,SG,SF,SF,0,8.5,9.5,"6'5.25""",77.25,"8'6.5""",102.5,"6'11""",83,208.6,11.03,3.17,3.29,27.5,32.5,22.90697674,22.55813953,53.13953488,33.25581395,30.23715415,58.89328063,32.96511628,71.00515464,39.69072165,30.11695906,55.34793814,22.43589744,24.03598972,23.23594358,37.18299933,18.33773087
Mario Bland,,2000,PF,PF,SF-C,SF,0,,,"6'5.5""",77.5,"8'7""",103,"7'0""",84,287,13.04,,3.47,27,31,29.41860465,29.88372093,69.65116279,100,,,57.23837209,0.5154639175,2.835051546,,1.675257732,10.8974359,18.38046272,14.63894931,24.51752638,3.82585752
Julian Champagnie,St. John's,2022,SF,SF,SG-PF,SG,0,8.75,9.25,"6'6.25""",78.25,"8'11""",107,"6'10""",82,212.4,11.39,3.04,3.14,28.5,34.5,99.33110368,100,74.91638796,80.03355705,70.33492823,47.84688995,88.57026217,28.07692308,76.90839695,52.7972028,52.49266001,33.58778626,33.45864662,33.52321644,58.19537954,68.32669323
Julian Champagnie,St. John's,2022,SF,SF,SG-PF,PF,0,8.75,9.25,"6'6.25""",78.25,"8'11""",107,"6'10""",82,212.4,11.39,3.04,3.14,28.5,34.5,8.656036446,45.78587699,6.833712984,9.453302961,26.15740741,23.84259259,17.68223235,63.25757576,95.03816794,66.92307692,79.14787185,65.65656566,52.64483627,59.15070096,51.99360172,51.41752577
Julian Strawther,Gonzaga,2022,SF,SF,SG-PF,SG,0,8.25,8.5,"6'5.75""",77.75,"8'8.5""",104.5,"6'9.5""",81.5,207.6,10.3,3.37,3.26,28.5,35,96.65551839,97.32441472,66.88963211,66.77852349,17.22488038,11.72248804,81.91202218,99.23076923,38.54961832,2.797202797,68.89019378,39.88549618,33.45864662,36.6720714,62.49142912,75.49800797
Julian Strawther,Gonzaga,2022,SF,SF,SG-PF,PF,0,8.25,8.5,"6'5.75""",77.75,"8'8.5""",104.5,"6'9.5""",81.5,207.6,10.3,3.37,3.26,28.5,35,4.328018223,11.50341686,3.302961276,5.239179954,2.777777778,3.703703704,6.093394077,99.49494949,68.06615776,9.230769231,83.78055363,70.45454545,52.64483627,61.54969086,50.47454619,47.80927835
Justin Lewis,Marquette,2022,PF,PF,SF,SF,0,9,10.5,"6'6.25""",78.25,"8'9.5""",105.5,"7'2.5""",86.5,235.4,11.49,3.02,3.23,32.5,35,54.53488372,72.79069767,95.23255814,92.09302326,74.70355731,97.6284585,78.6627907,36.08247423,58.1185567,64.61988304,47.10051546,48.20512821,83.67609254,65.94061038,63.90130551,83.24538259
Mario Bland,,2000,PF,PF,SF-C,C,0,,,"6'5.5""",77.5,"8'7""",103,"7'0""",84,287,13.04,,3.47,27,31,0.518134715,0.5208333333,8.808290155,93.78238342,,,25.90741041,4.375,31.25,,17.8125,46.25,47.1875,46.71875,30.14622014,6.012658228
Mark Karcher,,2000,SG,SG,PG-SF,PG,0,,,"6'4""",76,"8'6.5""",102.5,"6'8""",80,218,11.51,,3.4,27.5,30.5,90.89635854,95.93837535,83.61344538,98.31460674,,,92.1906965,16.29746835,4.285714286,,10.29159132,5.555555556,21.99367089,13.77461322,38.75230035,24.75728155
Kendall Brown,Baylor,2022,SF,SF,SG-PF,SG,0,9,9,"6'6.25""",78.25,"8'7""",103,"6'11""",83,201.2,11.57,3.05,3.29,31.5,41,99.33110368,82.77591973,89.13043478,49.66442953,88.27751196,32.77511962,80.22547193,16.15384615,28.81679389,50,22.48532002,91.79389313,69.36090226,80.57739769,61.09606322,73.90438247
Kendall Brown,Baylor,2022,SF,SF,SG-PF,PF,0,9,9,"6'6.25""",78.25,"8'7""",103,"6'11""",83,201.2,11.57,3.05,3.29,31.5,41,8.656036446,3.872437358,16.74259681,3.189066059,50.69444444,14.58333333,8.115034169,50.75757576,56.10687023,64.61538462,53.43222299,99.62121212,83.37531486,91.49826349,51.01517355,49.61340206
Mark Karcher,,2000,SG,SG,PG-SF,SF,0,,,"6'4""",76,"8'6.5""",102.5,"6'8""",80,218,11.51,,3.4,27.5,30.5,2.325581395,22.55813953,9.069767442,60.69767442,,,23.6627907,35.30927835,11.8556701,,23.58247423,8.076923077,24.03598972,16.0564564,21.10057377,1.715039578
Keon Ellis,Alabama,2022,SG,SG,PG,PG,0,8,9.25,"6'3.5""",75.5,"8'6""",102,"6'8.5""",80.5,167.4,10.87,3.02,3.18,28,35.5,88.51540616,93.97759104,87.39495798,7.865168539,20.2970297,65.59405941,69.43828093,67.40506329,62.06349206,55.31914894,64.73427768,47.61904762,26.74050633,37.17977697,57.11744519,64.5631068
Leonard Miller,G League Ignite,2022,SF,SF,SG-PF,SG,0,9.25,10.5,"6'8.5""",80.5,"8'10.5""",106.5,"7'2""",86,211,11.11,3.02,3.36,30,36.5,100,100,100,76.34228188,96.88995215,98.0861244,94.08557047,48.07692308,12.40458015,59.09090909,30.24075161,58.96946565,52.63157895,55.8005223,60.04228146,71.51394422
Leonard Miller,G League Ignite,2022,SF,SF,SG-PF,PF,0,9.25,10.5,"6'8.5""",80.5,"8'10.5""",106.5,"7'2""",86,211,11.11,3.02,3.36,30,36.5,57.74487472,35.53530752,64.5785877,7.858769932,75.46296296,87.26851852,41.42938497,85.60606061,35.62340967,72.30769231,60.61473514,85.22727273,71.28463476,78.25595374,60.10002462,73.06701031
Malaki Branham,Ohio State,2022,SG,SG,PG-SF,PG,0,8.5,9.75,"6'4""",76,"8'6.5""",102.5,"6'10""",82,194.8,11.38,3.09,3.17,29,35,90.89635854,95.93837535,96.35854342,71.48876404,71.53465347,91.83168317,88.67051034,24.52531646,65.87301587,41.13475177,45.19916616,42.53968254,40.66455696,41.60211975,58.49059875,68.77022654
Malaki Branham,Ohio State,2022,SG,SG,PG-SF,SF,0,8.5,9.75,"6'4""",76,"8'6.5""",102.5,"6'10""",82,194.8,11.38,3.09,3.17,29,35,2.325581395,22.55813953,37.20930233,7.674418605,30.23715415,72.92490119,17.44186047,43.55670103,77.19072165,46.19883041,60.37371134,48.20512821,43.05912596,45.63212708,41.14923296,26.25329815
MarJon Beauchamp,G League Ignite,2022,SG,SF,SG,SG,0,9,9,"6'5.25""",77.25,"8'10""",106,"7'0.75""",84.75,196.6,,,,,,90.96989967,99.83277592,98.66220736,35.06711409,88.27751196,32.77511962,81.13299926,,,,,,,,,
Matteo Spagnolo,Vanoli Cremona,2022,PG,PG,SG,SG,0,8.25,10,"6'4""",76,"8'6""",102,"6'8""",80,196.2,11.42,3.16,3.4,25.5,31.5,54.84949833,67.55852843,38.29431438,34.06040268,17.22488038,89.23444976,48.69068596,25.57692308,7.442748092,24.47552448,16.50983558,9.351145038,5.827067669,7.589106354,24.2632093,6.972111554
Matthew Mayer,,2022,SF,SF,SG-PF,SG,0,9,10.25,"6'8""",80,"8'9""",105,"6'10.5""",82.5,216.4,10.74,,3.39,25.5,31.5,100,98.66220736,82.94314381,88.75838926,88.27751196,95.45454545,92.59093511,82.88461538,8.58778626,,,9.351145038,5.827067669,7.589106354,,
Matthew Mayer,,2022,SF,SF,SG-PF,PF,0,9,10.25,"6'8""",80,"8'9""",105,"6'10.5""",82.5,216.4,10.74,,3.39,25.5,31.5,41.6856492,15.261959,10.47835991,14.12300683,50.69444444,78.7037037,20.38724374,94.82323232,29.00763359,,,31.06060606,14.35768262,22.70914434,,
Max Christie,Michigan State,2022,SG,SG,PG-SF,PG,0,8,8.5,"6'4.25""",76.25,"8'6.5""",102.5,"6'8.75""",80.75,189.2,10.82,3.02,3.07,32,37.5,92.99719888,95.93837535,88.93557423,57.16292135,20.2970297,20.2970297,83.75851745,72.62658228,91.42857143,55.31914894,82.02757685,68.88888889,78.63924051,73.7640647,79.850053,99.19093851
Max Christie,Michigan State,2022,SG,SG,PG-SF,SF,0,8,8.5,"6'4.25""",76.25,"8'6.5""",102.5,"6'8.75""",80.75,189.2,10.82,3.02,3.07,32,37.5,3.488372093,22.55813953,16.1627907,4.186046512,3.95256917,7.312252964,11.59883721,87.75773196,95.36082474,64.61988304,91.55927835,75.76923077,79.04884319,77.40903698,60.18905085,74.80211082
Michael Foster Jr.,G League Ignite,2022,C,PF,SF-C,SF,0,8.75,10,"6'7.75""",79.75,"9'1.5""",109.5,"7'0.25""",84.25,236.6,11.49,3.1,3.22,28,32.5,91.86046512,99.30232558,74.65116279,93.25581395,52.56916996,83.39920949,89.76744186,36.08247423,61.08247423,44.15204678,48.58247423,22.43589744,29.4344473,25.93517237,54.76169615,61.0817942
Michael Foster Jr.,G League Ignite,2022,C,PF,SF-C,C,0,8.75,10,"6'7.75""",79.75,"9'1.5""",109.5,"7'0.25""",84.25,236.6,11.49,3.1,3.22,28,32.5,4.663212435,35.9375,9.844559585,32.64248705,13.49206349,50.3968254,20.77193977,72.5,86.875,52.90697674,79.6875,60.9375,59.6875,60.3125,53.59064659,59.17721519
Moussa Diabate,Michigan,2022,C,C,PF,PF,0,8.5,10.5,"6'9.25""",81.25,"9'1.5""",109.5,"7'2.5""",86.5,216.6,11.16,2.9,3.26,29,36.5,81.77676538,88.15489749,72.43735763,14.23690205,10.64814815,87.26851852,64.15148064,82.7020202,68.06615776,86.53846154,75.38408898,85.22727273,60.20151134,72.71439203,70.74998722,93.68556701
Nikola Jovic,KK Mega Basket,2022,SF,PF,SF,SF,0,8.75,9.75,"6'9.5""",81.5,"9'0.5""",108.5,"7'0.25""",84.25,222.6,,,,,,99.88372093,98.48837209,74.65116279,73.95348837,52.56916996,72.92490119,86.74418605,,,,,,,,,
Ochai Agbaji,Kansas,2022,SG,SG,SF,SF,0,8.75,9.5,"6'4.5""",76.5,"8'8""",104,"6'10.25""",82.25,216.8,10.77,3.11,3.13,32,39,6.511627907,47.20930233,43.60465116,57.20930233,52.56916996,58.89328063,38.63372093,89.17525773,85.43814433,42.10526316,87.30670103,86.92307692,79.04884319,82.98596006,69.64212734,92.21635884
Orlando Robinson,Fresno State,2022,C,C,PF,PF,0,8.75,10,"6'9.75""",81.75,"9'3""",111,"7'4""",88,244.4,11.4,3.23,3.55,23,27.5,91.34396355,98.06378132,89.17995444,71.29840547,26.15740741,65.50925926,87.4715262,62.37373737,6.488549618,32.30769231,34.4311435,3.535353535,1.763224181,2.649288858,41.51731952,28.7371134
Mark Madsen,,2000,PF,PF,SF-C,SF,0,,,"6'8""",80,"8'8.5""",104.5,"7'0.5""",84.5,236.5,12.12,,3.46,30.5,33.5,95,57.44186047,78.48837209,93.25581395,,,81.04651163,6.443298969,3.479381443,,4.961340206,31.15384615,63.62467866,47.38926241,44.46570475,33.37730871
Mark Madsen,,2000,PF,PF,SF-C,C,0,,,"6'8""",80,"8'8.5""",104.5,"7'0.5""",84.5,236.5,12.12,,3.46,30.5,33.5,5.18134715,1.5625,10.88082902,32.64248705,,,12.5667908,33.125,34.0625,,33.59375,71.875,80.625,76.25,40.8035136,30.69620253
Marko Jaric,,2000,SG-SF,SF,SG,SG,0,,,"6'6.5""",78.5,"8'8""",104,"6'9""",81,210,11.32,,3.28,27.5,33,100,94.81605351,57.85953177,73.32214765,,,81.49943323,34.80769231,31.48854962,,33.14812096,19.27480916,22.18045113,20.72763014,45.12506145,33.66533865
Patrick Baldwin Jr.,Milwaukee,2022,SF,SF,PF,PF,0,8.75,9.5,"6'9.25""",81.25,"9'2.5""",110.5,"7'1.75""",85.75,230.8,12.25,3.3,3.45,23.5,26.5,81.77676538,96.46924829,60.36446469,40.43280182,26.15740741,37.03703704,69.76082005,15.53030303,18.57506361,17.69230769,17.05268332,2.398989899,3.526448363,2.962719131,29.9254075,9.407216495
Peyton Watson,UCLA,2022,SF,SF,SG-PF,SG,0,8.5,9.5,"6'6.75""",78.75,"8'11.5""",107.5,"7'0.5""",84.5,203.4,11.03,3.24,3.28,28,33.5,100,100,97.99331104,55.36912752,42.58373206,63.87559809,88.34060964,54.80769231,31.48854962,10.13986014,43.14812096,23.85496183,28.7593985,26.30718016,52.59863692,57.17131474
Peyton Watson,UCLA,2022,SF,SF,SG-PF,PF,0,8.5,9.5,"6'6.75""",78.75,"8'11.5""",107.5,"7'0.5""",84.5,203.4,11.03,3.24,3.28,28,33.5,15.03416856,55.35307517,39.86332574,3.416856492,10.64814815,37.03703704,28.41685649,87.12121212,59.6692112,28.84615385,73.39521166,57.44949495,44.58438287,51.01693891,50.94300235,49.3556701
Ron Harper Jr.,Rutgers,2022,SF,SF,SG-PF,SG,0,9.5,10,"6'4""",76,"8'9.5""",105.5,"7'1.25""",85.25,240.4,11.41,3.24,3.4,26,30.5,54.84949833,99.49832776,99.49832776,100,98.0861244,89.23444976,88.46153846,25.76923077,7.442748092,10.13986014,16.60598943,4.580152672,7.518796992,6.049474832,37.03900091,20.91633466
Ron Harper Jr.,Rutgers,2022,SF,SF,SG-PF,PF,0,9.5,10,"6'4""",76,"8'9.5""",105.5,"7'1.25""",85.25,240.4,11.41,3.24,3.4,26,30.5,0.2277904328,20.95671982,52.0501139,62.18678815,90.50925926,65.50925926,33.85535308,62.12121212,27.2264631,28.84615385,44.67383761,21.46464646,20.02518892,20.74491769,33.09136946,12.24226804
Ryan Rollins,Toledo,2022,SG,PG,SG,SG,0,8,8.5,"6'2""",74,"8'4.5""",100.5,"6'9.75""",81.75,179.2,11.26,3.28,3.07,30.5,36.5,4.682274247,38.29431438,70.56856187,4.194630872,5.502392344,11.72248804,29.43494534,38.26923077,93.32061069,6.643356643,65.79492073,58.96946565,58.83458647,58.90202606,51.37729738,52.78884462
Scotty Pippen Jr.,Vanderbilt,2022,PG,PG,SG,SG,0,7.75,9,"6'0""",72,"7'11.5""",95.5,"6'5.75""",77.75,180,11.07,3.1,3.21,30.5,37.5,0.3344481605,0.6688963211,7.525083612,5.536912752,1.196172249,32.77511962,3.516335211,51.73076923,52.48091603,40.90909091,52.10584263,67.36641221,58.83458647,63.10049934,39.57422573,23.30677291
Shaedon Sharpe,Kentucky,2022,SG,SG,PG,PG,0,9,9.25,"6'4.25""",76.25,"8'7.5""",103.5,"6'11.5""",83.5,198,,,,,,92.99719888,98.31932773,99.57983193,81.17977528,95.79207921,65.59405941,93.01903346,,,,,,,,,
Tari Eason,LSU,2022,PF,PF,SF-C,SF,0,9.25,11,"6'6.75""",78.75,"8'11.5""",107.5,"7'2""",86,217.4,,,,,,68.8372093,94.65116279,91.86046512,58.8372093,91.30434783,99.60474308,78.54651163,,,,,,,,,
Tari Eason,LSU,2022,PF,PF,SF-C,C,0,9.25,11,"6'6.75""",78.75,"8'11.5""",107.5,"7'2""",86,217.4,,,,,,1.295336788,12.23958333,27.20207254,6.735751295,56.34920635,94.44444444,11.86818599,,,,,,,,,
Terquavion Smith,NC State,2022,SG,SG,PG-SF,PG,0,8.5,8,"6'2.25""",74.25,"8'2""",98,"6'6.5""",78.5,165.2,10.63,3.03,3.14,30.5,38.5,72.68907563,58.54341737,63.58543417,4.915730337,71.53465347,5.693069307,49.93341438,86.86708861,75.87301587,52.83687943,81.37005224,77.77777778,60.44303797,69.11040788,66.80462483,87.54045307
Terquavion Smith,NC State,2022,SG,SG,PG-SF,SF,0,8.5,8,"6'2.25""",74.25,"8'2""",98,"6'6.5""",78.5,165.2,10.63,3.03,3.14,30.5,38.5,0.2325581395,0.9302325581,2.441860465,0.2325581395,30.23715415,1.185770751,0.9593023256,94.84536082,83.63402062,62.86549708,89.23969072,83.71794872,63.62467866,73.67131369,54.62343558,61.0817942
Matt Santangelo,,2000,PG,PG,SG,SG,0,,,"6'0""",72,"7'10""",94,"6'3""",75,177,10.66,,3.06,33.5,43,0.3344481605,0.3344481605,0.8361204013,2.684563758,,,1.04739512,87.11538462,95.03816794,,91.07677628,98.09160305,89.66165414,93.87662859,62.00026666,74.70119522
Trevion Williams,Purdue,2022,C,C,PF,PF,0,9,10.25,"6'7.25""",79.25,"9'0.5""",108.5,"7'2.75""",86.75,264.6,12.75,3.46,3.48,27.5,30,24.71526196,73.23462415,75.17084282,94.76082005,50.69444444,78.7037037,66.97038724,5.808080808,14.1221374,6.153846154,9.965109106,16.66666667,38.66498741,27.66582704,34.8671078,14.81958763
Trevor Keels,Duke,2022,SG,SG,PG,PG,0,8.25,9,"6'3.25""",75.25,"8'5""",101,"6'7.25""",79.25,223.8,11.33,3.32,3.27,24.5,31,85.43417367,90.05602241,72.68907563,99.15730337,44.30693069,49.5049505,86.83414377,25.63291139,23.49206349,7.092198582,24.56248744,7.301587302,3.481012658,5.39129998,38.9293104,24.75728155
Matthew Nielsen,,2000,PF,PF,SF-C,SF,0,,,"6'9""",81,"8'10""",106,"6'10.5""",82.5,223,11.28,,3.35,26,29,98.60465116,79.53488372,46.74418605,75.69767442,,,75.14534884,51.15979381,22.16494845,,36.66237113,3.333333333,11.56812339,7.450728363,39.75281611,24.6701847
TyTy Washington Jr.,Kentucky,2022,SG,PG,SG,SG,0,8.5,9.25,"6'2.25""",74.25,"8'3.5""",99.5,"6'8""",80,196.4,,,,,,7.692307692,23.41137124,38.29431438,34.56375839,42.58373206,47.84688995,25.99043793,,,,,,,,,
Wendell Moore,Duke,2022,SG,SG,SF,SF,0,8.75,10.25,"6'4.25""",76.25,"8'5""",101,"7'0.5""",84.5,217.2,10.94,3.21,3.3,32.5,38.5,3.488372093,9.069767442,78.48837209,58.48837209,52.56916996,92.49011858,37.38372093,79.89690722,36.59793814,21.34502924,58.24742268,83.71794872,83.67609254,83.69702063,59.77605475,74.27440633
Aaron Henry,Michigan State,2021,SF,SF,SG-PF,SG,0,8.5,9.25,"6'4.5""",76.5,"8'7.5""",103.5,"6'10.75""",82.75,209.6,11.68,3.18,3.07,29,35,75.58528428,89.46488294,86.12040134,72.31543624,42.58373206,47.84688995,80.8715012,11.53846154,93.32061069,19.93006993,52.42953611,39.88549618,39.47368421,39.6795902,57.66020917,67.92828685
Aaron Henry,Michigan State,2021,SF,SF,SG-PF,PF,0,8.5,9.25,"6'4.5""",76.5,"8'7.5""",103.5,"6'10.75""",82.75,209.6,11.68,3.18,3.07,29,35,0.3416856492,6.036446469,13.32574032,6.833712984,10.64814815,23.84259259,6.634396355,43.05555556,99.23664122,41.53846154,71.14609839,70.45454545,60.20151134,65.32802839,47.70284105,43.94329897
Aaron Wiggins,Maryland,2021,SG-SF,SF,SG,SG,0,8.75,8.5,"6'4.5""",76.5,"8'7""",103,"6'9.75""",81.75,190,11.2,3,3.04,29.5,36,75.58528428,82.77591973,70.56856187,19.79865772,70.33492823,11.72248804,62.1821059,39.61538462,96.18320611,62.23776224,67.89929536,53.24427481,46.42857143,49.83642312,59.97260813,71.51394422
AJ Lawson,South Carolina,2021,SG-SF,SG,PG,PG,0,8.5,9.25,"6'5.5""",77.5,"8'3.5""",99.5,"6'6.75""",78.75,179.2,11,3.01,2.98,33,41,97.89915966,77.73109244,65.68627451,31.03932584,71.53465347,65.59405941,68.08896311,54.58860759,98.73015873,58.15602837,76.65938316,92.38095238,87.1835443,89.78224834,78.17686487,98.54368932
Ariel Hukporti,Melbourne,2021,C,C,PF,PF,0,9.5,9.5,"6'10.75""",82.75,"9'3.5""",111.5,"7'2.5""",86.5,246,12.2,3.53,3.12,24.5,31,98.74715262,98.86104784,72.43735763,73.12072893,90.50925926,37.03703704,85.79157175,16.16161616,96.94656489,4.230769231,56.55409052,25.88383838,7.052896725,16.46836755,52.93800994,55.28350515
Austin Reaves,Oklahoma,2021,SG,SG,PG,PG,0,8,8.25,"6'4.5""",76.5,"8'5""",101,"6'6.25""",78.25,197.2,10.94,3.19,3.07,25,35,94.81792717,90.05602241,60.36414566,79.7752809,20.2970297,10.64356436,81.25334403,64.08227848,91.42857143,19.5035461,77.75542495,42.53968254,6.012658228,24.27617038,61.09497979,74.27184466
Ayo Dosunmu,Illinois,2021,SG,SG,PG-SF,PG,0,8.5,8.75,"6'3.5""",75.5,"8'6""",102,"6'10.25""",82.25,194.4,11.51,3.27,3.23,27,33.5,88.51540616,93.97759104,97.33893557,71.20786517,71.53465347,33.16831683,87.75994949,16.29746835,38.57142857,8.510638298,27.43444846,28.25396825,18.19620253,23.22508539,46.13982778,36.73139159
Ayo Dosunmu,Illinois,2021,SG,SG,PG-SF,SF,0,8.5,8.75,"6'3.5""",75.5,"8'6""",102,"6'10.25""",82.25,194.4,11.51,3.27,3.23,27,33.5,0.6976744186,16.74418605,43.60465116,7.441860465,30.23715415,14.42687747,17.12209302,35.30927835,58.1185567,12.28070175,46.71391753,31.15384615,18.38046272,24.76715444,29.53438833,8.311345646
Brandon Boston Jr.,Kentucky,2021,SF,SF,SG,SG,0,9,9.75,"6'5.75""",77.75,"8'8""",104,"6'10.75""",82.75,188,,,,,,96.65551839,94.81605351,86.12040134,15.93959732,88.27751196,79.18660287,73.38289264,,,,,,,,,
Matthew Nielsen,,2000,PF,PF,SF-C,C,0,,,"6'9""",81,"8'10""",106,"6'10.5""",82.5,223,11.28,,3.35,26,29,15.54404145,5.208333333,1.813471503,10.62176166,,,8.296901986,87.8125,62.8125,,75.3125,22.8125,34.375,28.59375,37.40105066,21.20253165
Michael Hermon,,2000,SG-PG,SG,PG,PG,0,,,"6'2.75""",74.75,"8'2.5""",98.5,"6'6.25""",78.25,195,11.79,,3.25,29,33,78.57142857,65.96638655,60.36414566,71.76966292,,,69.16790593,7.278481013,31.26984127,,19.27416114,22.6984127,40.66455696,31.68148483,40.04118397,26.37540453
Carlik Jones,,2021,PG,PG,SG,SG,0,8.25,9,"6'0""",72,"8'1.5""",97.5,"6'5""",77,173.6,10.96,3.23,3.16,31.5,36,0.3344481605,5.351170569,4.180602007,2.348993289,17.22488038,32.77511962,3.053803506,62.5,70.61068702,10.83916084,66.55534351,53.24427481,69.36090226,61.30258853,43.63724518,30.47808765
Charles Bassey,Western Kentucky,2021,C,C,PF,PF,0,9,9.5,"6'9.25""",81.25,"8'11.5""",107.5,"7'3""",87,230.2,12.19,3.33,3.13,33,36,81.77676538,55.35307517,78.24601367,39.74943052,50.69444444,37.03703704,63.78132118,16.41414141,96.43765903,11.53846154,56.42590022,82.32323232,92.94710327,87.6351678,69.2807964,91.8814433
Corey Kispert,Gonzaga,2021,SF,SF,SG-PF,SG,0,8.75,10,"6'6""",78,"8'6""",102,"6'7""",79,223.8,10.91,2.99,3.12,30,37.5,98.16053512,67.55852843,22.57525084,96.6442953,70.33492823,89.23444976,71.23465242,67.69230769,83.39694656,63.63636364,75.54462713,67.36641221,52.63157895,59.99899558,68.92609171,88.64541833
Corey Kispert,Gonzaga,2021,SF,SF,SG-PF,PF,0,8.75,10,"6'6""",78,"8'6""",102,"6'7""",79,223.8,10.91,2.99,3.12,30,37.5,5.922551253,1.366742597,0.2277904328,27.44874715,26.15740741,65.50925926,8.741457859,91.16161616,96.94656489,78.07692308,94.05409052,91.03535354,71.28463476,81.15999415,61.31851418,76.41752577
Daishen Nix,G League Ignite,2021,PG,PG,SG,SG,0,8.5,9,"6'3""",75,"8'4""",100,"6'6.75""",78.75,225.6,11.72,3.18,3,29.5,36.5,23.24414716,30.26755853,18.89632107,97.98657718,42.58373206,32.77511962,42.59865098,10.19230769,97.90076336,19.93006993,54.04653553,58.96946565,46.42857143,52.69901854,49.78140168,47.60956175
David Duke Jr.,Providence,2021,SG,SG,PG,PG,0,8.5,9,"6'4.25""",76.25,"8'6.5""",102.5,"6'8.75""",80.75,203.6,11.21,3.19,3.08,30,39,92.99719888,95.93837535,88.93557423,89.88764045,71.53465347,49.5049505,91.93969723,35.60126582,88.41269841,19.5035461,62.00698212,81.42857143,53.79746835,67.61301989,73.85323308,96.92556634
David Johnson,Louisville,2021,SG,SG,PG,PG,0,8.25,8.5,"6'3.25""",75.25,"8'8""",104,"6'10.5""",82.5,202.8,12.02,3.2,3.03,33,39,85.43417367,98.87955182,97.75910364,89.04494382,44.30693069,20.2970297,92.77944324,3.797468354,96.98412698,18.43971631,50.39079767,81.42857143,87.1835443,84.30605787,75.82543292,98.22006472
Davion Mitchell,Baylor,2021,PG,PG,SG,SG,0,8.25,8.75,"6'0""",72,"8'0.5""",96.5,"6'4.25""",76.25,202.4,,,,,,0.3344481605,2.006688963,2.675585284,52.85234899,17.22488038,20.33492823,14.46726785,,,,,,,,,
Michael Redd,,2000,SG-SF,SF,SG,SG,0,,,"6'4.75""",76.75,"8'6""",102,"6'9""",81,214,12.06,,3.34,27,31,82.27424749,67.55852843,57.85953177,83.72483221,,,72.85428498,3.269230769,15.83969466,,9.554462713,6.679389313,15.60150376,11.14044654,31.18306474,12.15139442
DJ Steward,Duke,2021,PG,PG,SG,SG,0,8.5,9,"6'0.75""",72.75,"8'2.5""",98.5,"6'7""",79,162.2,11.14,3.1,3.08,34.5,38.5,0.3344481605,13.5451505,22.57525084,0.3355704698,42.58373206,32.77511962,9.197604992,43.46153846,91.41221374,40.90909091,67.4368761,78.24427481,95.30075188,86.77251334,54.46899815,61.55378486
Duane Washington Jr.,Ohio State,2021,SG,PG,SG,SG,0,8.25,8.75,"6'2.25""",74.25,"8'5""",101,"6'7.75""",79.75,196.8,11.5,3.06,3.17,29.5,35.5,7.692307692,48.99665552,33.61204013,35.23489933,17.22488038,20.33492823,31.38397567,20,68.32061069,48.25174825,44.16030534,46.94656489,46.42857143,46.68756816,40.74394972,26.09561753
Mike Smith,,2000,SF,SF,SG-PF,SG,0,,,"6'6.5""",78.5,"8'7""",103,"6'8.5""",80.5,198,11.32,,3.22,21,33,100,82.77591973,47.82608696,39.4295302,,,67.50788422,34.80769231,49.04580153,,41.92674692,19.27480916,0.3759398496,9.825374505,39.75333521,23.70517928
Greg Brown III,Texas,2021,PF,SF,PF,PF,0,9,9.75,"6'7.25""",79.25,"8'11""",107,"7'0.25""",84.25,206.4,10.98,2.98,3.19,33.5,39,24.71526196,45.78587699,35.4214123,4.783599089,50.69444444,51.62037037,27.67653759,88.13131313,89.44020356,79.61538462,88.78575835,97.34848485,95.71788413,96.53318449,70.99849347,94.20103093
Herbert Jones,Alabama,2021,SF,SF,SG-PF,SG,0,8.5,9,"6'6""",78,"8'10""",106,"7'0.25""",84.25,206.4,11.02,3.17,3.25,28.5,36.5,98.16053512,99.83277592,97.4916388,64.76510067,42.58373206,32.77511962,90.06251263,55.76923077,41.79389313,22.02797203,48.78156195,58.96946565,33.45864662,46.21405613,61.68604357,74.70119522
Herbert Jones,Alabama,2021,SF,SF,SG-PF,PF,0,8.5,9,"6'6""",78,"8'10""",106,"7'0.25""",84.25,206.4,11.02,3.17,3.25,28.5,36.5,5.922551253,27.1070615,35.4214123,4.783599089,10.64814815,14.58333333,18.30865604,87.12121212,72.7735369,41.92307692,79.94737451,85.22727273,52.64483627,68.9360545,55.73069501,61.72680412
Mike Smith,,2000,SF,SF,SG-PF,PF,0,,,"6'6.5""",78.5,"8'7""",103,"6'8.5""",80.5,198,11.32,,3.22,21,33,11.95899772,3.872437358,0.9111617312,2.050113895,,,4.698177677,69.06565657,80.40712468,,74.73639062,52.14646465,0.6297229219,26.38809378,35.27422069,15.85051546
