Name,Draft Year,Class,Team,Role,Position,Pre-NBA,League,SOS,Age,Height (in),Height,Wingspan (in),Wingspan,Wing - Height,Weight (lbs),Physical Score,bSPARQ Per.,Combine Score,Athleticism,Freak Athlete,Athletic Tier,PTS,REB,ORB%,DRB%,TRB%,AST,TOV,AST/TOV,AST%,TOV%,AST%/TOV%,STL,BLK,Stocks,STL%,BLK%,Stocks %,Team DRtg,DRtg,DRtg +/-,PER,PER/Age,Age_Adj_PER,WS/40,[WS/40]/Age,BPM,Age_Adj_BPM,FTr,FT%,FT Rating,3PAr,3P%,3PM/G,3PM x 3P%,3P Rating,Shooter,eFG%,TS%,PProd,USG%,PTS/USG%,AST/USG%,TOV/USG%,AST%/USG%,TOV%/USG%,NCAAM,International,Euro,NBL,Americas,Other,G League,OE,Y1 Rotation,EPM_Y1,EPM_Y2,EPM_Y3,EPM_Y4,EPM_Y5,AVG EPM,Tier,Top 3 Pick,Lottery Pick,G Played Issue,Missing Data
Luka Mitrovic,2015,International,PHI,Wing,4,KK Crvena zvezda,Adriatic ABA,19.1,22.2,81,"6'9""",83.76742952,"6'11.76742952""",2.76742952,230,0.715,0.5,0.5,0.500,0,0.50,10.9,6.9,,,,2.6,,,,,,1.2,0.5,1.7,,,,,,,,,,,,,,,,,,0.175,,,,,,0.48,,22.13,0.49,0.118,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Ben Simmons,2016,Freshman,PHI,Wing,2.5,LSU,SEC,7,19.9,82,"6'10""",84.5,"7'0.5""",2.5,240,0.854,0.75,0.75,0.750,0,0.75,20.0,12.0,9.6,27.1,18.4,5.0,3.4,1.48,28.2,18.0,1.57,2.0,0.8,2.8,3.1,2.5,5.6,104.9,98.4,6.5,29,1.46,0.66,0.207,0.010,10.22,11.09,0.769,0.67,0.25,0.008,0.333,0.03,0.00999,0.1,0.1375,0.57,0.61,674,26.48,0.75,0.189,0.128,1.066,0.679,1,0,0,0,0,0,0,0,1,,2.277,1.14613,2.81781,2.1339,2.094,Solid Rotation,1,1,,
Brandon Ingram,2016,Freshman,LAL,Wing,3,Duke,ACC,10.59,18.8,81,"6'9""",87,"7'3""",6,195,0.724,0.75,0.75,0.750,0,0.75,20.0,7.8,6,16.1,11.1,2.5,2.1,1.19,13.9,12.2,1.13,1.2,1.5,2.7,1.9,3.9,5.8,105.2,104.4,0.8,22.5,1.20,0.44,0.157,0.008,8.45,10.2,0.351,0.682,0.25,0.403,0.41,2.2,0.902,1,0.8125,0.55,0.57,591,26.55,0.75,0.094,0.079,0.523,0.461,1,0,0,0,0,0,0,0,1,-3.85567,-1.88,-1.11213,1.19552,1.72272,-0.786,Quality Starter,1,1,,
Jaylen Brown,2016,Freshman,BOS,Wing,2.5,Cal,PAC 12,7.87,19.7,78.75,"6'6.75""",83.75,"6'11.75""",5,223,0.473,0.75,0.75,0.750,0,0.75,15.8,5.8,4.4,17.0,11.0,2.2,3.1,0.72,16.5,18.6,0.89,0.8,0.6,1.4,1.7,2.2,3.9,97.6,97.2,0.4,17.6,0.89,0.11,0.117,0.006,3.65,4.68,0.574,0.654,0.25,0.27,0.294,0.9,0.2646,0.25,0.25,0.48,0.53,476,31.71,0.50,0.070,0.098,0.519,0.586,1,0,0,0,0,0,0,0,1,-2.89412,1.9044,-0.539299,1.79587,2.31345,0.516,Fringe All-Star,1,1,,
Dragan Bender,2016,International,PHX,Big,4.5,Maccabi Tel Aviv,Israeli BSL,8.19,18.6,85,"7'1""",86,"7'2""",1,225,0.52,0.25,0.25,0.250,0,0.25,6.6,3.0,8,16.1,12.1,1.0,0.6,1.65,10.0,12.4,0.81,0.6,1.0,1.5,2.1,6.3,8.4,99.2,100.6,-1.4,13.7,0.74,-0.01,,,3.31,4.58,0.225,0.719,0.5,0.542,0.338,0.7,0.2366,0.25,0.3125,0.52,0.55,,18.21,0.36,0.056,0.034,0.551,0.680,0,1,1,0,0,0,0,0,1,-3.60084,-3.74813,-2.07953,-2.08975,,-2.880,Fringe NBA,0,1,,
Kris Dunn,2016,Junior,MIN,Guard,1,Providence,Big East,8.46,22.3,76.25,"6'4.25""",81,"6'9""",4.75,205,0.64,0.75,0.75,0.750,0,0.75,16.1,5.4,3.5,14.8,9.0,6.0,3.5,1.69,40.9,18.1,2.26,2.4,0.6,3.0,4.2,1.9,6.1,99.4,95,4.4,23.3,1.04,0.15,0.166,0.007,10.24,8.98,0.462,0.695,0.25,0.275,0.372,1.3,0.4836,0.5,0.4375,0.49,0.53,575,28.3,0.57,0.211,0.124,1.444,0.639,1,0,0,0,0,0,0,0,1,-2.21927,-1.10718,-1.75387,0.551943,,-1.132,Solid Rotation,0,1,,
Buddy Hield,2016,Senior,NO,Wing,2.5,Oklahoma,Big 12,11.14,23.5,75.75,"6'3.75""",81.25,"6'9.25""",5.5,212,0.187,0.5,0.5,0.500,0,0.50,25.0,5.8,4,13.1,8.8,1.7,3.2,0.55,11.2,12.4,0.90,1.1,0.5,1.6,1.7,1.4,3.2,99,101.6,-2.6,28.2,1.20,0.26,0.233,0.010,13.37,10.95,0.333,0.88,1,0.536,0.457,4,1.828,1,1,0.6,0.64,801,31,0.81,0.056,0.102,0.360,0.400,1,0,0,0,0,0,0,0,1,-2.30558,-0.8144,1.3474,0.1062,-0.218748,-0.377,Solid Rotation,0,1,,
Jamal Murray,2016,Freshman,DEN,Guard,1.5,Kentucky,SEC,8.84,19.3,77,"6'5""",78.5,"6'6.5""",1.5,200,0.699,0.75,0.75,0.750,0,0.75,21.3,5.3,4.9,11.2,8.2,2.6,2.3,1.14,14.0,12.6,1.11,1.1,0.3,1.4,1.8,0.9,2.8,99,102.8,-3.8,22.7,1.18,0.40,0.193,0.010,9.7,11.34,0.283,0.783,0.5,0.515,0.408,3.1,1.2648,1,0.875,0.57,0.61,649,27.6,0.77,0.096,0.084,0.508,0.458,1,0,0,0,0,0,0,0,1,-2.0052,0.841064,1.86812,1.62425,2.73794,1.013,Fringe All-Star,0,1,,
Marquese Chriss,2016,Freshman,PHX,Big,4.5,Washington,PAC 12,8.12,18.9,80.75,"6'8.75""",84.25,"7'0.25""",3.5,233,0.276,0.863,0.792,0.820,0,0.75,15.6,5.8,9.8,11.6,10.7,1.1,2.0,0.53,7.9,15.1,0.52,1.0,1.7,2.7,1.9,5.9,7.8,101.8,102.2,-0.4,21.6,1.14,0.39,0.148,0.008,4.99,6.11,0.382,0.682,0.25,0.178,0.35,0.6,0.21,0.25,0.25,0.57,0.59,427,25.35,0.62,0.043,0.080,0.310,0.596,1,0,0,0,0,0,0,0,1,-2.07292,-2.14205,-5.50027,-1.04364,,-2.690,Fringe NBA,0,1,,
Jakob Poeltl,2016,Sophomore,TOR,Big,5,Utah,PAC 12,8.79,20.7,85,"7'1""",86.75,"7'2.75""",1.75,240,0.645,0.5,0.5,0.500,0,0.50,17.9,9.4,11.9,22.1,17.4,2.1,2.1,0.96,14.4,13.7,1.05,0.6,1.7,2.3,1.1,5.1,6.2,101.3,98.5,2.8,31.1,1.50,0.67,0.250,0.012,10.61,10.77,0.674,0.689,0.25,0,0,0,0,0,0.0625,0.65,0.67,596,25.99,0.69,0.079,0.082,0.555,0.526,1,0,0,0,0,0,0,0,1,-2.04508,-0.269691,-0.0719673,0.404873,1.77978,-0.040,Quality Starter,0,1,,
Domantas Sabonis,2016,Sophomore,OKC,Big,4.5,Gonzaga,WCC,4.23,20.1,82,"6'10""",83,"6'11""",1,235,0.308,0.5,0.5,0.500,0,0.50,17.5,11.4,11.7,28.3,20.7,1.8,2.5,0.73,11.0,16.4,0.67,0.6,0.8,1.4,1.1,2.3,3.4,95.9,91.2,4.7,29.3,1.46,0.65,0.260,0.013,7.64,8.12,0.499,0.769,0.5,0.036,0.357,0.1,0.0357,0.1,0.2,0.62,0.66,616,25.41,0.69,0.072,0.098,0.433,0.645,1,0,0,0,0,0,0,0,1,-2.60607,0.347987,1.14086,2.19556,1.51773,0.519,All-NBA Caliber,0,1,,
Taurean Prince,2016,Senior,ATL,Wing,3,Baylor,Big 12,9.76,21.8,79.75,"6'7.75""",83.5,"6'11.5""",3.75,220,0.517,0.96,0.917,0.934,1,1.00,15.9,6.3,9.2,14.6,11.9,2.3,2.8,0.82,14.7,14.8,0.99,1.3,0.8,2.1,2.4,2.9,5.3,101.8,102.7,-0.9,20.8,0.95,0.08,0.148,0.007,6.93,6.29,0.337,0.774,0.5,0.339,0.361,1.6,0.5776,0.75,0.6875,0.49,0.53,509,28.49,0.56,0.080,0.097,0.517,0.521,1,0,0,0,0,0,0,0,1,-1.8923,-1.62939,-1.95917,-1.46591,-1.54614,-1.699,Solid Rotation,0,1,,
Georgios Papagiannis,2016,International,SAC,Big,5,Panathinaikos,Greek GBL,15.51,18.9,86.75,"7'2.75""",90,"7'6""",3.25,275,0.859,0.5,0.5,0.500,0,0.50,8.8,4.0,13.7,17.6,15.8,1.0,0.9,1.13,11.2,11.5,0.97,0.4,1.2,1.6,0.9,7.5,8.4,95.1,92.7,2.4,22,1.16,0.41,,,8.16,9.28,0.264,0.655,0.25,0,0,0,0,0,0.0625,0.64,0.64,,25.65,0.34,0.038,0.034,0.435,0.449,0,1,1,0,0,0,0,0,1,-3.12112,,,,,-3.121,Fringe NBA,0,1,,
Denzel Valentine,2016,Senior,CHI,Wing,2.5,Michigan State,Big 10,6.94,22.6,76,"6'4""",82.75,"6'10.75""",6.75,210,0.262,0.26,0.248,0.253,0,0.25,17.7,7.1,3,20.8,12.6,7.5,2.7,2.81,44.5,14.0,3.17,1.0,0.2,1.2,1.9,0.6,2.5,95.3,94.1,1.2,29.7,1.31,0.41,0.284,0.013,15.51,14.24,0.214,0.853,1,0.527,0.444,3.4,1.5096,0.75,0.8125,0.56,0.59,622,28.16,0.63,0.268,0.095,1.580,0.498,1,0,0,0,0,0,0,0,1,-2.21714,-2.35256,,-1.8,-1.90509,-2.069,Fringe NBA,0,1,,
Juancho Hernangomez,2016,International,DEN,Wing,3.5,CB Estudiantes,Spanish ACB,22.69,20.7,81,"6'9""",84,"7'0""",3,230,0.726,0.75,0.75,0.750,0,0.75,14.2,8.4,9,23.6,16.0,1.3,1.8,0.68,8.3,13.3,0.62,1.0,0.7,1.7,2.1,2.6,4.7,112.8,110.5,2.3,16.6,0.80,-0.03,,,4.91,5.15,0.481,0.717,0.5,0.404,0.358,1,0.358,0.5,0.5,0.53,0.57,,23.56,0.60,0.053,0.078,0.351,0.564,0,1,1,0,0,0,0,0,1,-0.1,-1.70438,-1.86875,-2.90376,-3.16454,-1.948,Bench Reserve,0,1,,
Guerschon Yabusele,2016,International,BOS,Wing,4,Rouen Métropole,French LNB Pro A,18.24,20.5,80,"6'8""",85,"7'1""",5,260,0.825,0.5,0.5,0.500,0,0.50,15.0,8.7,11.4,19.6,15.5,1.6,1.9,0.84,10.2,14.7,0.70,1.3,0.7,2.0,2.3,2.6,4.9,119.1,116.3,2.8,18.8,0.92,0.10,,,2.38,2.78,0.364,0.765,0.5,0.227,0.426,0.8,0.3408,0.5,0.5,0.59,0.63,,21.59,0.69,0.074,0.088,0.474,0.680,0,1,1,0,0,0,0,0,0,,-1.25489,-2.02794,,,-1.641,Solid Rotation,0,0,,
Wade Baldwin IV,2016,Sophomore,MEM,Guard,1,Vanderbilt,SEC,8.68,20.2,76,"6'4""",83.25,"6'11.25""",7.25,200,0.855,0.959,0.979,0.971,1,1.00,14.9,4.1,1.5,11.6,7.0,5.5,2.8,1.94,34.7,18.4,1.89,1.3,0.3,1.6,2.4,1.0,3.4,96.8,97.7,-0.9,20.7,1.02,0.22,0.179,0.009,7.28,8.05,0.614,0.799,0.5,0.32,0.406,1.2,0.4872,0.5,0.5,0.5,0.58,,25.6,0.58,0.214,0.110,1.355,0.717,1,0,0,0,0,0,0,0,1,-5.38829,,,,,-5.388,Fringe NBA,0,0,,
Henry Ellenson,2016,Freshman,DET,Big,4.5,Marquette,Big East,5.57,19.4,83.5,"6'11.5""",86.25,"7'2.25""",2.75,240,0.493,0.25,0.25,0.250,0,0.25,17.7,9.6,7.8,24.2,16.5,1.9,2.3,0.82,11.5,13.3,0.87,0.9,1.5,2.4,1.4,4.2,5.6,101,98.5,2.5,20.9,1.08,0.30,0.143,0.007,3.57,4.42,0.439,0.749,0.5,0.239,0.288,0.9,0.2592,0.25,0.3125,0.48,0.54,536,27.18,0.65,0.071,0.086,0.424,0.490,1,0,0,0,0,0,0,0,1,-3.62541,-4.34358,-3.42099,,,-3.797,Fringe NBA,0,0,,
Malik Beasley,2016,Freshman,DEN,Wing,2.5,Florida State,ACC,8.16,19.6,76.5,"6'4.5""",79,"6'7""",2.5,190,0.07,0.5,0.5,0.500,0,0.50,16.5,5.3,5,15.1,10.1,1.8,1.7,1.04,11.2,12.0,0.94,1.0,0.2,1.2,1.9,0.6,2.5,102.6,105.4,-2.8,20.8,1.06,0.28,0.158,0.008,6.3,7.65,0.326,0.813,0.75,0.361,0.387,1.6,0.6192,0.75,0.75,0.55,0.60,483,24.3,0.68,0.073,0.070,0.463,0.494,1,0,0,0,0,0,0,0,1,-1.2874,-3.16056,-0.4765,-0.964122,-0.0608347,-1.190,Solid Rotation,0,0,,
Caris LeVert,2016,Senior,BKN,Wing,2.5,Michigan,Big 10,7.92,21.8,79,"6'7""",82,"6'10""",3,191,0.348,0.75,0.75,0.750,0,0.75,16.0,5.2,2.4,18.7,10.5,4.8,1.7,2.79,32.8,11.0,2.98,1.0,0.2,1.2,2.0,0.7,2.7,102.2,102.1,0.1,28.8,1.32,0.45,0.243,0.011,11.45,10.81,0.42,0.794,0.5,0.401,0.446,1.9,0.8474,0.75,0.6875,0.59,0.63,252,25.59,0.63,0.186,0.067,1.283,0.431,1,0,0,0,0,0,0,0,1,-0.817937,-2.00154,-0.83363,0.0675711,0.4485,-0.627,Solid Rotation,0,0,,
DeAndre' Bembry,2016,Junior,ATL,Wing,3,Saint Joseph's,A-10,4.93,21.9,77.75,"6'5.75""",81.25,"6'9.25""",3.5,207,0.183,0.724,0.775,0.755,0,0.75,16.0,7.2,4.3,17.8,11.2,4.3,1.9,2.22,22.8,10.9,2.10,1.4,0.7,2.1,2.2,2.3,4.5,99.5,97.8,1.7,22.4,1.02,0.15,0.174,0.008,7.81,7.09,0.358,0.657,0.25,0.258,0.266,0.9,0.2394,0.25,0.25,0.5,0.53,640,23.67,0.68,0.180,0.081,0.965,0.460,1,0,0,0,0,0,0,0,1,-4.06056,-4.92125,-3.19135,-3.79079,-1.35501,-3.464,Fringe NBA,0,0,,
Malachi Richardson,2016,Freshman,SAC,Wing,2.5,Syracuse,ACC,9.75,20.5,76.75,"6'4.75""",84,"7'0""",7.25,200,0.289,0.706,0.579,0.630,0,0.50,14.5,4.8,1.7,12.3,7.0,2.3,2.2,1.06,13.7,14.2,0.97,1.1,0.4,1.5,2.0,1.1,3.1,99.3,102.3,-3,13.8,0.67,-0.15,0.104,0.005,3.83,4.23,0.381,0.72,0.5,0.544,0.353,2.1,0.7413,0.5,0.5,0.47,0.52,458,23.79,0.61,0.097,0.091,0.578,0.596,1,0,0,0,0,0,0,0,1,-2.27413,-3.9055,-3.49173,,,-3.224,Fringe NBA,0,0,,
Ante Zizic,2016,International,BOS,Big,5,KK Cibona,Adriatic ABA,19.1,19.5,83,"6'11""",87,"7'3""",4,250,0.516,0.5,0.5,0.500,0,0.50,16.9,8.7,12.7,25.8,19.5,1.5,2.7,0.56,9.1,17.5,0.52,0.6,1.7,2.3,0.5,6.3,6.8,103.6,102.2,1.4,22.2,1.14,0.36,,,6.47,7.27,0.705,0.724,0.5,0,0,0,0,0,0.125,0.66,0.70,,25.33,0.67,0.059,0.106,0.358,0.691,0,1,1,0,0,0,0,0,0,,-0.486024,-1.24598,-2.20278,,-1.312,Fringe NBA,0,0,,
Timothe Luwawu-Cabarrot,2016,International,PHI,Wing,2.5,KK Mega Basket,Adriatic ABA,19.1,21.1,78,"6'6""",83,"6'11""",5,210,0.4,0.5,0.5,0.500,0,0.50,17.7,6.6,3.6,14.3,8.7,3.3,3.1,1.05,19.0,16.5,1.15,1.9,0.6,2.5,3.1,2.2,5.3,99.2,98,1.2,13.8,0.65,-0.19,,,5.54,5.46,0.361,0.697,0.25,0.448,0.358,1.9,0.6802,0.5,0.4375,0.48,0.52,,26.79,0.66,0.123,0.117,0.708,0.615,0,1,1,0,0,0,0,0,1,-2.24907,-2.64511,-3.97348,-1.81867,-3.31197,-2.800,Bench Reserve,0,0,,
Brice Johnson,2016,Senior,LAC,Big,4.5,North Carolina,ACC,10.69,21.9,82.5,"6'10.5""",84.5,"7'0.5""",2,210,0.311,0.617,0.88,0.775,0,0.75,17.2,10.7,11.6,28.5,20.3,1.5,1.9,0.77,9.8,11.4,0.86,1.1,1.6,2.7,2.2,5.8,8.0,99.8,92.4,7.4,33,1.51,0.63,0.271,0.012,13.17,12.45,0.423,0.783,0.25,0,0,0,0,0,0.0625,0.61,0.64,612,25.67,0.67,0.057,0.074,0.383,0.443,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Furkan Korkmaz,2016,International,PHI,Wing,2.5,Anadolu Efes,Turkish BSL,17.52,18.9,79,"6'7""",82,"6'10""",3,190,0.343,0.5,0.5,0.500,0,0.50,8.9,3.4,4,9.9,6.9,1.4,0.7,1.99,12.8,11.2,1.14,0.3,0.1,0.4,1.1,1.7,2.8,105.1,110.9,-5.8,11.3,0.60,-0.16,,,3.37,5.04,0.131,0.615,0.25,0.518,0.398,0.7,0.2786,0.5,0.4375,0.58,0.54,,20.13,0.44,0.068,0.034,0.636,0.555,0,1,1,0,0,0,0,0,0,,-3.70506,-0.967866,-0.376107,0.189239,-1.215,Bench Reserve,0,0,,
Pascal Siakam,2016,Sophomore,TOR,Wing,4,New Mexico State,WAC,-3.54,22.4,81.5,"6'9.5""",87.25,"7'3.25""",5.75,230,0.909,0.592,0.792,0.712,0,0.75,16.1,9.4,13.4,23.2,18.6,1.1,1.7,0.64,8.3,9.9,0.84,0.8,1.9,2.7,1.5,5.5,7.0,93.3,86.7,6.6,31.6,1.41,0.51,0.266,0.012,6.55,5.44,0.396,0.678,0.25,0.029,0.2,0.1,0.02,0.1,0.1375,0.53,0.56,650,26.19,0.62,0.041,0.064,0.318,0.379,1,0,0,0,0,0,0,0,1,-2.33476,0.52858,3.2647,2.1965,1.19825,0.971,Fringe All-Star,0,0,,
Skal Labissiere,2016,Freshman,SAC,Big,4.5,Kentucky,SEC,8.84,20.3,83.75,"6'11.75""",86.5,"7'2.5""",2.75,215,0.31,0.5,0.5,0.500,0,0.50,7.6,3.4,7.3,14.7,11.1,0.5,0.9,0.53,4.4,13.2,0.33,0.3,1.8,2.1,0.9,10.5,11.4,99,97.1,1.9,18.6,0.92,0.10,0.141,0.007,2.81,3.18,0.326,0.661,0.25,0.011,0,0,0,0,0.0625,0.52,0.54,214,22.9,0.33,0.022,0.041,0.191,0.574,1,0,0,0,0,0,0,0,1,-0.867398,-2.96076,-3.63265,-1.916,,-2.344,Fringe NBA,0,0,,
Dejounte Murray,2016,Freshman,SA,Guard,1.5,Washington,PAC 12,8.12,19.8,76.5,"6'4.5""",82,"6'10""",5.5,170,0.645,0.75,0.75,0.750,0,0.75,16.9,6.0,4.1,13.7,8.8,4.6,3.2,1.45,26.9,16.7,1.61,1.9,0.3,2.2,2.9,0.8,3.7,101.8,102,-0.2,16.8,0.85,0.06,0.099,0.005,3.69,4.85,0.342,0.663,0.25,0.243,0.288,1,0.288,0.25,0.25,0.46,0.50,565,25.9,0.65,0.179,0.124,1.037,0.646,1,0,0,0,0,0,0,0,1,-3.74296,-0.632187,,-0.395051,1.52788,-0.811,Quality Starter,0,0,,
Damian Jones,2016,Junior,GS,Big,5,Vanderbilt,SEC,8.68,20.9,83.5,"6'11.5""",87.75,"7'3.75""",4.25,245,0.481,0.996,0.97,0.980,1,1.00,14.3,7.1,9.9,17.3,13.9,1.3,2.0,0.65,10.6,14.1,0.75,0.2,1.7,1.9,0.5,6.0,6.5,96.8,95.8,1,23.3,1.11,0.28,0.175,0.008,6.39,6.44,0.538,0.536,0,0.01,0,0,0,0,0,0.59,0.58,426,27.09,0.53,0.049,0.075,0.391,0.522,1,0,0,0,0,0,0,0,0,-3.86337,-3.0659,-0.51076,-2.008,-2.44374,-2.378,Bench Reserve,0,0,,
Deyonta Davis,2016,Freshman,MEM,Big,4.5,Michigan State,Big 10,6.94,19.5,82.5,"6'10.5""",86.5,"7'2.5""",4,240,0.45,0.5,0.5,0.500,0,0.50,8.6,5.7,13.5,19.0,16.5,0.9,0.9,1.02,8.3,12.4,0.67,0.4,1.9,2.3,0.8,10.1,10.9,95.3,91.1,4.2,23.9,1.23,0.45,0.204,0.010,7.7,8.5,0.191,0.605,0.25,0,0,0,0,0,0.0625,0.6,0.60,242,20.03,0.43,0.045,0.044,0.413,0.619,1,0,0,0,0,0,0,0,1,-2.92312,-2.76588,-1.80249,,,-2.497,Fringe NBA,0,0,,
Ivica Zubac,2016,International,LAL,Big,5,KK Cibona,Adriatic ABA,19.1,19.3,85,"7'1""",88,"7'4""",3,240,0.619,0.5,0.5,0.500,0,0.50,14.7,7.2,10.5,18.2,14.3,1.3,1.6,0.84,9.4,11.0,0.85,0.8,2.1,2.9,1.6,8.6,10.2,101.1,100.6,0.5,18.6,0.96,0.19,,,7.67,8.57,0.209,0.765,0.5,0,0,0,0,0,0.125,0.54,0.57,,26.14,0.56,0.051,0.061,0.360,0.422,0,1,1,0,0,0,0,0,1,-2.15412,-1.35932,0.723827,5.16422,1.72283,0.819,Fringe All-Star,0,0,,
Cheick Diallo,2016,Freshman,NO,Big,4.5,Kansas,Big 12,11.22,19.8,80.5,"6'8.5""",88,"7'4""",7.5,220,0.343,0.516,0.742,0.652,0,0.75,5.0,3.4,10.4,27.1,19.4,0.4,0.7,0.50,2.7,19.5,0.14,0.3,1.2,1.5,2.0,12.3,14.3,95.7,85.5,10.2,20.5,1.04,0.24,0.159,0.008,4.31,4.95,0.466,0.556,0,0,0,0,0,0,0,0.57,0.57,74,23.07,0.22,0.016,0.031,0.116,0.843,1,0,0,0,0,0,0,0,0,-2.58561,-2.9291,-1.98955,-2.22727,,-2.433,Fringe NBA,0,0,,
Tyler Ulis,2016,Sophomore,PHX,Guard,1,Kentucky,SEC,8.84,20.5,70,"5'10""",74,"6'2""",4,150,0.03,0.149,0.482,0.349,0,0.50,18.0,3.1,1.7,7.1,4.6,7.2,2.0,3.57,35.1,11.4,3.07,1.5,0.1,1.6,2.4,0.3,2.8,99,103.6,-4.6,24,1.17,0.35,0.221,0.011,10.5,10.98,0.441,0.856,1,0.362,0.344,1.6,0.5504,0.5,0.625,0.5,0.57,666,23.6,0.76,0.306,0.086,1.488,0.484,1,0,0,0,0,0,0,0,1,-2.3771,-2.32895,,,,-2.353,Fringe NBA,0,0,,
Malcolm Brogdon,2016,Senior,MIL,Guard,2,Virginia,ACC,11.12,23.5,75.75,"6'3.75""",82.5,"6'10.5""",6.75,223,0.887,0.803,0.717,0.751,0,0.75,18.2,4.2,2.1,13.4,7.9,2.8,1.5,1.94,18.0,6.7,2.68,0.9,0.2,1.1,1.7,0.9,2.7,97.3,99.9,-2.6,25.1,1.07,0.13,0.222,0.009,11.86,9.45,0.31,0.897,1,0.382,0.391,2,0.782,0.75,0.8125,0.51,0.56,626,29.2,0.62,0.097,0.050,0.615,0.229,1,0,0,0,0,0,0,0,1,0.275834,-0.868786,1.4361,1.44891,1.66929,0.792,Solid Rotation,0,0,,
Chinanu Onuaku,2016,Sophomore,HOU,Big,5,Louisville,ACC,7.74,19.6,82,"6'10""",86.75,"7'2.75""",4.75,245,0.425,0.512,0.608,0.570,0,0.50,11.2,8.7,13.7,25.8,19.8,1.8,2.1,0.85,13.9,21.1,0.66,0.8,2.1,2.9,1.9,9.6,11.5,92.1,84.9,7.2,26.4,1.35,0.56,0.218,0.011,10.53,11.27,0.253,0.589,0,0.005,0,0,0,0,0,0.62,0.62,314,21.28,0.52,0.084,0.099,0.654,0.991,1,0,0,0,0,0,0,0,0,-2.09246,,,,,-2.092,Fringe NBA,0,0,,
Patrick McCaw,2016,Sophomore,GS,Wing,2.5,UNLV,Mountain West,3.17,20.7,78.75,"6'6.75""",82,"6'10""",3.25,181,0.507,0.318,0.638,0.510,0,0.50,13.8,4.5,3.6,12.5,8.1,3.8,2.0,1.91,22.0,14.6,1.51,2.4,0.3,2.7,3.8,0.8,4.6,97.2,96,1.2,21.3,1.03,0.20,0.179,0.009,6.95,7.19,0.294,0.774,0.5,0.515,0.366,2.1,0.7686,0.75,0.6875,0.56,0.59,482,19.26,0.72,0.195,0.102,1.141,0.757,1,0,0,0,0,0,0,0,1,-3.26553,-4.27385,-4.7113,-3.76931,,-4.005,Fringe NBA,0,0,,
David Michineau,2016,International,LAC,Guard,1,Élan Chalon,French LNB Pro A,18.24,22,76,"6'4""",77,"6'5""",1,180,0.499,0.5,0.5,0.500,0,0.50,8.7,1.5,,,,1.7,,,,,,0.8,0.0,0.8,,,,,,,,,,,,,,,,,,0.326,,,,,,0.49,,19.6,0.44,0.088,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Diamond Stone,2016,Freshman,LAC,Big,5,Maryland,Big 10,8.31,19.4,82.25,"6'10.25""",86.75,"7'2.75""",4.5,255,0.471,0.58,0.238,0.375,0,0.50,14.0,5.8,12.4,14.5,13.6,0.6,1.5,0.41,5.4,13.2,0.41,0.6,1.7,2.3,1.3,7.2,8.5,98.7,98.1,0.6,26.7,1.38,0.60,0.204,0.011,5.93,6.78,0.456,0.761,0.5,0,0,0,0,0,0.125,0.57,0.61,407,27.78,0.51,0.022,0.055,0.195,0.476,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Stephen Zimmerman,2016,Freshman,ORL,Big,5,UNLV,Mountain West,3.17,19.8,83.75,"6'11.75""",87.25,"7'3.25""",3.5,235,0.463,0.199,0.325,0.275,0,0.25,10.3,8.1,8.8,26.5,17.7,0.8,2.0,0.39,6.1,17.7,0.34,0.5,1.9,2.4,1.1,7.0,8.1,97.2,92.7,4.5,17.6,0.89,0.10,0.122,0.006,0.66,1.3,0.472,0.624,0.25,0.079,0.294,0.2,0.0588,0.1,0.1375,0.49,0.52,264,21.67,0.48,0.035,0.090,0.281,0.814,1,0,0,0,0,0,0,0,0,-4.47269,,,,,-4.473,Fringe NBA,0,0,,
Isaiah Whitehead,2016,Sophomore,BKN,Guard,1.5,Seton Hall,Big East,8.28,21.3,75.25,"6'3.25""",80.75,"6'8.75""",5.5,210,0.873,0.504,0.346,0.409,0,0.50,18.3,3.6,1.8,9.8,5.9,5.1,3.5,1.44,33.0,16.2,2.04,1.2,1.4,2.6,2.1,4.5,6.6,95.5,97.4,-1.9,20.5,0.96,0.11,0.153,0.007,9.01,8.72,0.383,0.76,0.5,0.434,0.365,2.4,0.876,0.75,0.6875,0.46,0.51,624,31.8,0.57,0.159,0.110,1.037,0.509,1,0,0,0,0,0,0,0,1,-3.43356,-2.41551,,,,-2.925,Fringe NBA,0,0,,
Zhou Qi,2016,International,HOU,Big,5,Xinjiang,Chinese CBA,1.59,20.4,85.25,"7'1.25""",91.75,"7'7.75""",6.5,218,0.719,0.557,0.93,0.781,0,0.75,14.8,9.0,10.8,24.3,17.7,1.1,1.5,0.73,5.5,13.0,0.42,1.0,2.0,3.1,1.7,7.6,9.3,113.7,106.3,7.4,22.1,1.08,0.27,,,3.9,4.22,0.684,0.758,0.5,0.04,0.364,0.2,0.0728,0.1,0.2,0.62,0.63,,19.15,0.77,0.057,0.078,0.288,0.680,0,1,0,0,0,0,0,0,0,,-5.64303,,,,-5.643,Fringe NBA,0,0,,
